"Tag","Text"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 132","https://pec.ac.in/node/370"
"Title: Student Committee for Career Development & Guidance Centre | Punjab Engineering College"
"p","Quick Links"
"p","The Student Committee for Career Developmet & Guidance Centre is dedicated for preparing students and connecting them to appropriate opportunities. The committee will:"
"p","More than awards and rankings, however, the strength of our employer relations depends upon our graduates. What keeps employers returning to PEC to recruit year after year is the success of previous recruits within their organisation. This is a testament to the strong real-world skills the students are exposed to through an applied, hands-on curriculum which, in turn, develops a highly success-oriented graduate."
"p","Career Development & Guidance Centre at PEC, comprising of the Institute and the Department Student CDGC co-ordinators . They can be reached at headcdgc@pec.edu.in"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 133","https://pec.ac.in/tpo/important-links"
"Title: Important Links | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 134","https://pec.ac.in/tnp/frequently-asked-questions"
"Title: Frequently Asked Questions | Punjab Engineering College"
"p","Quick Links"
"p","Q. In what ways a company can hire students from the campus?"
"p","A. The different ways of recruiting students are:"
"p","Q. How can a company contact itself for the Campus Recruitment Program?"
"p","A. To participate in the Campus Recruitment Program, a company must first contact the placement office by sending a mail to headcdgc@pec.edu.in or contact any of the placement members listed here"
"p","Q. Is there any fees For the Placement Activity?"
"p","A. There is no fees associated with the Placement Process."
"p","Q. What is the procedure to schedule a pre-placement talk (PPT)?"
"p","A. A company will only be allowed to hold its PPT after filling up the job announcement form (JAF). A typical pre- placement talk is scheduled for 60 minutes. Placement office members will get in touch with the company to fix a mutual convenient time for the session."
"p","Q. What amenities / infrastructure are available for placement process on campus?"
"p","A. The campus is equipped with communication and computing infrastructure to facilitate smooth placement process. Computing facilities, telecommunication facilities for teleconferencing and video conferencing, group discussion and seminar rooms can be arranged as per the requirement."
"p","Q. Is there any facility for the accommodation available on the campus?"
"p","A. On campus accommodation can be arranged in the guest house but its subject to availability."
"p","Q. What if we can't travel to PEC Chandigarh?"
"p","A. We can arrange for the procedure to be held either on Skype (video conferencing) or telephonically"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 135","https://pec.ac.in/tnp/contact-us"
"Title: Contact us | Punjab Engineering College"
"p","Quick Links"
"p","Executive - HR Phone: 0172-2753050,2753073 E-mail: kamaljitkaur@pec.edu.in"
"p","Student Counselor Mobile No.: +91-9988939023 E-mail: vats.neelam7@gmail.com"
"p","STUDENT COORDINATORS"
"p","Student Placement Head"
"p","Joint Student Placement Head"
"p","Lavish Garg Email: lavish299@gmail.com"
"p","Phone No.: +91-9877865840"
"p","1. Kartik Jaspal Email: kartikjaspal@gmail.com Phone No.:+91-8368621299"
"p","2. Dyuti"
"p","Email :dyuti2210@gmail.com"
"p","Phone :+91-7986334524"
"p","Student Career Activities Head"
"p","Public Relations Head"
"p","Apoorva Suri"
"p","Email: suriapoorva@gmail.com"
"p","Phone No.: +91-8146361663"
"p","Tanish Bajaj"
"p","Contact: +91-9017206046"
"p","Email: tanishb4@gmail.com"
"p","Digital Communication Head"
"p","Placement Data Analyst"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 136","https://pec.ac.in/tnp/about-cell#0"
"Title: Career Development & Guidance Centre | Punjab Engineering College"
"p","Quick Links"
"p","Career Development & Guidance Centre offers an all-round career solution to the students. Centre guides the students to decide and pursue their dream careers in different sectors be it engineering, IT, Analytics, Consulting , research and development, Operations etc . The whole placement process is organised and executed by this centre . The campus interviews are held under the supervison and jurisdiction of this centre and relevant feedback is obtained fom the industry . Career Development and Guidance Centre works hard to arrange full semester industrial internship , which is stipulated under the academic curriculum . The centre has kept a close liaison with many companies in the country."
"p","The centre also arranges career talks for dissemination of knowledge regarding the employment opportunities in the industry related to the relevant fields and interest of the students . Centre keeps record of the students who undergo internships and the companies which come for recruitment. In addition Finishing School / Soft Skills Development Workshops are also organised to improve the communication skills of students."
"p","Centre encourages visits to the industries by the institute students and arranges industrial problems to be worked out by students as part of their projects . It also takes suggestions from members of the Industry regarding designing / changing of curriculum ."
"p","Centre takes care of :"
"p","a) Career Development & Guidance Program"
"p","b) Internship & Full Time Placement Activities"
"p","c) Facilitate Pre-Placement visits to the companies"
"p","d) Communication, Networking & Relationship Building with Potential Recruiters."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 137","https://pec.ac.in/institute-functionaries#main-content"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
"p","Deputy Director"
"p","*Shall coordinate/ convener of the committee."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 138","https://pec.ac.in/institute-functionaries#0"
"Title: Contact Us | Punjab Engineering College"
"p","Quick Links"
"p","S.No."
"p","Name of committee"
"p","Chairperson"
"p","Members (Prof./ Dr./ Sh./ Ms.)"
"p","1"
"p","Standing Committee for Recruitment"
"p","Director"
"p","3"
"p","Institutional Purchase/ Tender Committee"
"p","Deputy Director"
"p","4"
"p","Library Advisory Committee"
"p","R. Sehmi, Applied Science Department"
"p","5"
"p","Standing Committee of Senate"
"p","Uma Batra, Department of Materials and Metallurgical Engineering"
"p","6"
"p","Faculty & Staff Grievance Redressal Committee"
"p","Deputy Director"
"p","7"
"p","Sexual Harassment & Violence against Women Committee at Workplace"
"p","Rintu Khanna, Electrical Engineering Department"
"p","8"
"p","Performance based award for Faculty & Staff"
"p","Deputy Director"
"p","9"
"p","Commercial & House Allotment Committee"
"p","Deputy Director"
"p","10"
"p","Master Plan & Space Allocation Committee"
"p","Deputy Director"
"p","Auction & Disposal Committee"
